_id,updated,session_id,block_id,room_id,session_type,session_level,session_title,session_abstract,session_requirements,session_keywords,session_hashtag,session_url,session_youtube_url,session_moderator_url,session_pdf_url,session_notes_url,session_starred,session_cal_event_id,session_livestream_url
161,1428674812996,372681304,1368814500-1368821700,room8,CODE_LAB,,Code Lab: Using the App Engine Datastore to build unified solutions that span App Engine and Compute Engine,"When you build solutions on both App Engine and Compute Engine you get the best of both worlds: a fully managed platform to deploy and serve your frontend services and a raw virtual machine environment to do your custom backend processing. But what if you want to store your data in a scalable, non-relational storage system and share that data across both environments? In this codelab you will learn techniques for accessing the App Engine Datastore from Compute Engine by building an end to end solution that leverages the larger Google Cloud Platform.",,,googlecloudplatform,https://developers.google.com/events/io/sessions/372681304,,,,,0,,
162,1428674812997,382318827,1368651300-1368653700,room9,SESSION,,Online Learning Made Social with Google+ ,"Come learn about how Google+ is helping Online learning platforms help connect students to each other and to professors. This talk will give an overview of the Google+ technologies that can be used in online education and also look at various examples of where this has been integrated successfully. You will also hear from Coursera, one of the leading Online Learning platforms and their experience with Google+ Hangouts. ",,,techtalk,https://developers.google.com/events/io/sessions/382318827,,,,,0,,
163,1428674812997,382879951,1368814500-1368821700,room9,CODE_LAB,,Code Lab: Android Location Based Services,Location is a key feature for building contextually aware mobile applications. Join us as we explore the best practice techniques for building applications that are location aware.,,,android,https://developers.google.com/events/io/sessions/382879951,,,,,0,,
164,1428674812998,382968729,1368658200-1368660600,room9,SESSION,,Ingress: Design Principles Behind Google's Massively Multiplayer Geo Game,"Ingress is a massively multiplayer geo game that was recently launched by Google's Niantic Labs.  Players move through the real world using an Android device and the Ingress app to discover and tap sources of a mysterious energy. Players acquire objects to aid in their quest, deploy tech to capture territory, and ally with other field agents to advance the cause of the Enlightened or the Resistance in an epic struggle for the fate of humanity.



Brandon Badger, is the Product Manager for Ingress. He's been a Product Manager on Google Maps, Google Books, YouTube, and Niantic Labs. He'll be talking about Google's latest efforts to create ""adventures on foot"" using Android and Google's Geo data. The discussion will focus on the the game design principles and techniques used to create Ingress, as well as opportunities to use emerging technologies to create new types of mobile gaming experiences.",,,techtalk,https://developers.google.com/events/io/sessions/382968729,,,,,0,,
165,1428674812999,383165932,1368750000-1368752400,room9,SESSION,,Building an Online Education Platform using Google Technologies,"Last summer, 155K Google users came together in a virtual classroom by signing up for our experimental ""Power Searching with Google"" MOOC (massive open online course).  Twenty-thousand of those students “graduated.” Two months later, we launched an open source project called Course Builder--based on the original Power Searching MOOC code--to make the technology powering the class available to everyone. This session is a case study of how Course Builder evolved from Power Searching with Google MOOC to an online course delivery platform. We'll focus on how Google's APIs and technologies facilitated the development of the initial system and continue to support the open source platform. ",,,techtalk,https://developers.google.com/events/io/sessions/383165932,,,,,0,,
166,1428674812999,383266187,1368647100-1368650700,room9,SESSION,,"Identity Tech Overview: Less Pain, More Gain","Identity is hard, but the penalties for getting it wrong are severe. Good news: technologies are surfacing that reduce developer pain while improving user experience. This talk highlights them and introduces a framework, starting from your unique combination of constraints, users, and platforms, to help you figure out which technologies and policies will work for you.",,,techtalk,https://developers.google.com/events/io/sessions/383266187,,,,,0,,
167,1428674812999,383278298,1368654300-1368656700,room9,SESSION,,Project Ground Truth: Accurate Maps Via Algorithms and Elbow Grease,"In 2008, Google began project Ground Truth. Its goal was to map the world from authoritative data sources, via a unique mix of algorithms and elbow grease. To date, the project has created and launched high-quality map data of 42 countries in Google Maps. In this session, you'll get a behind-the-scenes look at the inner workings of Ground Truth. Come see how we combine a mix of advanced algorithms, supplemental data (such as aerial and Street View imagery), as well as raw human labor to create and maintain map data that corresponds as closely as possible to real-world truth on the ground.",,,googlemaps,https://developers.google.com/events/io/sessions/383278298,,,,,0,,
168,1428674813000,383305988,1368733500-1368735900,room9,SESSION,,Places API-Powered Navigation: A Case Study with Mercedes Benz,"An iconic auto manufacturer, Mercedes-Benz strives to lead the automotive industry in technology innovation. Learn how Mercedes created amazing experiences with Google Maps and the Places API in ""Digital Drive Style"" -- a connected, social navigation system powering the cockpit user experience from a smartphone.",,,techtalk,https://developers.google.com/events/io/sessions/383305988,,,,,0,,
169,1428674813000,383307141,1368824400-1368831600,room7,CODE_LAB,,Code Lab: Android Design in Action Live,"In this interactive design lab, participants will walk through the process of designing an Android app, from feature-planning to sketching and drawing screen wireframes. Members of the Android team and the Android design community will be available to help you think through design decisions. No prior design experience or special software is required — just make sure to bring your paper, a pencil, and your creativity.",,,android,https://developers.google.com/events/io/sessions/383307141,,,,,0,,
170,1428674813001,383344388,1368746700-1368749100,room9,SESSION,,Fireside chat with Research at Google,"Research at Google is unique, as it is conducted across the entire Engineering organization - by Research Scientists as well as Software Engineers.  Teams are integrated, boundaries are fluid, and we face challenges together while retaining a close feedback loop from our users. This enables us to quickly build, iterate, and launch new and innovative products that change the state of the art and thereby produce new research results.  Google's definition of research is broad and happens in multiple ways across the organization.  Our research results in technology advances in the areas of Audio/Video Fingerprinting, Image Understanding, MapReduce/Parallel Computing, Deep Learning, and Parsing at Scale, which we apply to many of our products.  And, it also results in new whole new products, such as Voice Search and Google Translate. Learn about Google's hybrid approach to research from the engineers and scientists behind ideas such as Google Glass, MapReduce, Search, and online education, who conduct big idea experiments that translate into real-time innovation at Google.",,,techtalk,https://developers.google.com/events/io/sessions/383344388,,,,,0,,
171,1428674813003,383370298,1368728100-1368730500,room7,SESSION,,Developing for a Global Audience: Tools for Internationalization & Localization,"So you want to expand to an international audience ... where to start? what does it entail? how do I do it? how to promote in local markets?

This talk will address above questions for android and web developers. In our journey of the where, what and how, we will take an in-depth look at various internationalization and localization tools available to you.",,,techtalk,https://developers.google.com/events/io/sessions/383370298,,,,,0,,
172,1428674813017,383400568,1368824400-1368831600,room4,CODE_LAB,,Code Lab: Building Amazing Hangouts Applications - Make Magic Interactions!,"Come build stunning Hangouts apps!  We will start with the basic building blocks of multi-person interactive applications and end with magic interactions built on top of cutting edge media effects!

",,,googleplus,https://developers.google.com/events/io/sessions/383400568,,,,,0,,
173,1428674813017,383408099,1368664200-1368666600,room9,SESSION,,Beyond SOPA: What You Can Do to Influence Tech Policy,"From SOPA/PIPA and CISPA, to immigration and patent reform, government is taking a renewed interest in the Internet and the businesses we're building on it -- in some cases, there is even a new focus on the use of technology which can solve government problems.



As a result, government is looking for input from our community of entrepreneurs and developers about what our needs are as a community, and how they can build better public policy in our interest.



So, what are the most efficient, easy ways for you to get involved? Join us for a panel of some leaders in the Internet advocacy space to learn how you, as a developer, can get more involved in creating better policies that can affect your business.",,,techtalk,https://developers.google.com/events/io/sessions/383408099,,,,,0,,
174,1428674813020,383425125,1368824400-1368831600,room9,CODE_LAB,,Code Lab: Make your Android app pop with  Google Maps Android API v2,"In this code lab, learn how to add snazz to your Android apps by using the Google Maps Android API v2 to its full potential. We will show you useful Maps-specific interaction and UI patterns to help make your app really stand out. Engineers from the Android and Maps teams will be there to advise you on the best ways to integrate maps into your specific application.",,,googlemaps,https://developers.google.com/events/io/sessions/383425125,,,,,0,,
175,1428674813020,383635742,1368824400-1368831600,room1,CODE_LAB,,Code Lab: Build a WebRTC Web App,"Learn about the power of the modern web and use WebRTC to build a simple video and text chat app.

In this codelab, we'll help you get to grips with the core APIs and technologies of WebRTC:

- MediaStream (aka getUserMedia): what is it and how can I use it?

- RTCPeerConnection: what is important about WebRTC’s most powerful API?

- RTCDataChannel: how can I set up real-time communication of arbitrary data?

- signalling: what is it and how do I set it up?

- servers: what do I need for signalling, STUN, and TURN?",,,chromeapps,https://developers.google.com/events/io/sessions/383635742,,,,,0,,
176,1428674813020,383750987,1368806400-1368813600,room8,CODE_LAB,,Code Lab: Computing the Cosmos: Getting started with Google Compute Engine ,"In this code lab you will learn how to get started using Google Compute Engine. We will begin with basic tasks, such as starting an instance, installing software and setting up a firewall. Then we will walk through the steps of using Compute Engine instances for processing public astronomical data to generate viewable images. The results of your work will be combined with other code lab participants to create a composite image of a region of outer space containing numerous astronomical objects that can be explored using the Maps API Navigation controls.",,,googlecloudplatform,https://developers.google.com/events/io/sessions/383750987,,,,,0,,
177,1428674813023,383758862,1368824400-1368831600,room8,CODE_LAB,,Code Lab: Hands-on With App Engine’s New Runtime,"Google App Engine is adding another very popular programming language to the list of supported runtimes! At this codelab, we will cover the basics of setting up and building an application in this new language.",,,googlecloudplatform,https://developers.google.com/events/io/sessions/383758862,,,,,0,,
178,1428674813024,383834211,1368813600-1368820800,room1,CODE_LAB,,Code Lab: Chrome Packaged Apps from Start to Finish,"Chrome packaged apps deliver an experience as capable as a native app, but as safe as a web page. In this codelab, we'll walk through a complete app example, exercising the API along the way, until we arrive at a finished working app.",,,chromeapps,https://developers.google.com/events/io/sessions/383834211,,,,,0,,
179,1428674813024,383869681,1368814500-1368821700,room3,CODE_LAB,,"Code Lab: YouTube Anywhere - Using the YouTube API on Phones, Tablets and GoogleTV",YouTube Android Player API allows you to integrate a high quality video playback experience into your application. Learn how to YouTube-enable your app in 120 minutes. ,,,youtube,https://developers.google.com/events/io/sessions/383869681,,,,,0,,
180,1428674813024,383995547,1368814500-1368821700,room7,CODE_LAB,,Code Lab: Web Speech API Creates Interactive Experiences,"Bring your laptop, leave with speech-enabled web pages. The Web Speech API enables you to add speech recognition as an input for forms, continuous dictation and control. We start with two demos you can try yourself: composing email and adding captions to silent films. Then we take a look under the hood. In this hands-on codelab, you will learn how to add scripts to your own web pages to create interactive speech experiences. ",,,chromeapps,https://developers.google.com/events/io/sessions/383995547,,,,,0,,
181,1428674813024,384077085,1368824400-1368831600,room3,CODE_LAB,,Code Lab: Mashing Up Videos with the YouTube and the Freebase Knowledge Graph APIs,"Learn how to use the new YouTube APIs along with Freebase to search and organize videos using entities from the Knowledge Graph. We'll show you how to build a movie recommendation app that links movie trailers to actors, directors and other relevant entities.",,,youtube,https://developers.google.com/events/io/sessions/384077085,,,,,0,,
182,1428674813025,384097044,1368806400-1368813600,room1,CODE_LAB,,Code Lab: Mobile Web Apps with Dart and Web Components,"You paid for the whole seat but you'll only need the edge!

Get hands-on experience and build declarative, modern mobile web apps with Dart and Web Components. Go from zero to magnificent using Dart's structured language, comprehensive libraries, and lightning-fast dev cycle. Learn how to use the Dart toolchain to deploy and test web apps for tablet, phone, and desktop. Yes, you can!",,,chromeapps,https://developers.google.com/events/io/sessions/384097044,,,,,0,,
183,1428674813025,390332015,1368806400-1368813600,room7,CODE_LAB,,Code Lab: Google Wallet Codelab,"We will walk through Google Wallet the integration points, API description, best practices and recommendation from Google on best conversions. ",,,googlewallet,https://developers.google.com/events/io/sessions/390332015,,,,,0,,
184,1428674813026,395810182,1368743400-1368745800,room9,SESSION,,How to Go from Weekend Hack to Funded Startup,"Have an idea and want to start a company? Learn how to attract investors, and what they want to see before writing a check. Hear from entrepreneurs who have raised money and VCs who have funded them.",,,techtalk,https://developers.google.com/events/io/sessions/395810182,,,,,0,,
185,1428674813026,401273575,1368806400-1368808800,room6,SESSION,,Behind the scenes of Google Maps,"The lead UX Designer and the Engineering Director for Google Maps will be covering technical and design considerations around creating the rich experiences of Google Maps, including deep dives into several innovative features. This talk will offer a rare insight into the thinking and challenges behind the scenes of the leading online mapping service.",,,techtalk,https://developers.google.com/events/io/sessions/401273575,,,,,0,,
186,1428674813026,401719292,1368817200-1368819600,room6,SESSION,,Google Visualization API,"Discover the latest features of the Google Visualization API and master the new methods of creating elegant, data-driven charts.",,,techtalk,https://developers.google.com/events/io/sessions/401719292,,,,,0,,
187,1428674813026,419755974,1368810000-1368812400,room11,SESSION,,Get Unstuck: Gamestorming Not Brainstorming,"What if meetings didn’t have to be boring? What if you had a toolbox full of techniques for coming up with interesting and innovative ideas to get unstuck, moving forward, and writing code? Enter gamestorming: brainstorming for hackers. In this session, we’ll go in-depth on three gamestorming techniques that are fast, versatile and incredibly impactful for almost any project.",,,techtalk,https://developers.google.com/events/io/sessions/419755974,,,,,0,,
188,1428674813026,443945093,1368661200-1368663600,room2,SESSION,,Using Drive as the Storage Solution on Android,"How you can use save files on Android and let the Drive SDK deal with the messy details of uploading it to the cloud, and having it available and synchronised on all devices.",,,chromeapps,https://developers.google.com/events/io/sessions/443945093,,,,,0,,aK2HXXF2jJw
189,1428674813026,462268217,1368813600-1368816000,room6,SESSION,,"WebP: Deploying Faster, Smaller, and More Beautiful Images","WebP is a new, open-source image format which provides lossy and lossless compression of images with significant byte savings: 30-80% smaller image files when compared to jpeg and png! In this session we will cover the latest features, news, and future roadmap of the WebP format. We will  dive into a few hands-on case studies and recount how large sites and applications deployed WebP, the challenges they faced in the process, and the benefits they saw and measured after the migration. In other words, a 0-60 primer on WebP: what it is, how to get started, the tooling, and the benefits - bring your propeller hat!",,,chromeapps,https://developers.google.com/events/io/sessions/462268217,,,,,0,,
190,1428674813029,467453230,1368806400-1368808800,room11,SESSION,,An Engineer's Pragmatic Guide to Design,"A practical look at how the best engineering and design teams work. How do you find great designers? What skills should they have? How do engineering and design processes differ, and how can you fit them together? How do you shape a culture where both engineers and designers work happily together? We'll talk about all this, and any other questions you have about startups and design. ",,,techtalk,https://developers.google.com/events/io/sessions/467453230,,,,,0,,
191,1428674813054,480302417,1368633600-1368644400,room12,KEYNOTE,,Keynote,,,,,https://developers.google.com/events/io/sessions/480302417,,,,,1,,XclVwJP5GdM
192,1428674813054,485576147,1368814500-1368821700,room4,CODE_LAB,,Code Lab: From Zero to Hero: Integrating Google+ Sign-In on Android and Web in Less Than Three Hours,"This code lab will take developers into an end-to-end integration, in which everyone leaves with a working cross-platform Google+ Sign-In integration.",,,googleplus,https://developers.google.com/events/io/sessions/485576147,,,,,0,,
193,1428674813054,496343427,1368657000-1368657900,adssandbox,OFFICE_HOURS,,Discovering opportunities with Kratu,,,,googleads,https://developers.google.com/events/io/sessions/496343427,,,,,0,,
194,1428674813055,511206538,1368649800-1368655200,developforgoodsandbox,OFFICE_HOURS,,Managing Global Species Range Data,with Jeremy Malczyk from Map of Life,,,developforgood,https://developers.google.com/events/io/sessions/511206538,,,,,0,,
_id,updated,session_id,block_id,room_id,session_type,session_level,session_title,session_abstract,session_requirements,session_keywords,session_hashtag,session_url,session_youtube_url,session_moderator_url,session_pdf_url,session_notes_url,session_starred,session_cal_event_id,session_livestream_url
1,1428674812959,258451203,1368723600-1368727200,room8,SESSION,,Enabling Blind and Low-Vision Accessibility On Android,"We'll illustrate affordances on the Android platform that aid blind and low-vision users, and explain what application developers need to pay attention to in order to reach the widest possible user base.  The primary focus of this talk is making custom Android views accessible.",,,android,https://developers.google.com/events/io/sessions/258451203,,,,,0,,
2,1428674812960,318907648,1368728100-1368730500,room10,SESSION,,Web Components: A Tectonic Shift for Web Development,"Web Components are here to fundamentally change the way we think, build, and consume our web apps.  This session will prepare you for the future of the web platform by discussing the lower level technologies that form the basis of Web Components (Shadow DOM, <template>, custom elements, MDV, new CSS primitives).  Many of these tools have already landed in a modern browser near you!",,,chromeapps,https://developers.google.com/events/io/sessions/318907648,,,,,0,,FDEMA6OhvGo
3,1428674812960,324149970,1368733500-1368735900,room10,SESSION,,Web Components in Action,"This session builds on technologies and concepts discussed in a previous session, ""Web Components: a tectonic shift for web development"". This year web development gets a whole lot better thanks to the incredible power of Web Components. Our goal in this session is to show you how to use polyfills to help you realize tomorrow's web platform today. As browsers implement these new specifications, that shim layer gets smaller, better, and faster over time. We'll talk about shadow DOM, custom elements, declarative data/event binding, touch input, smooth animations, and how you can combine them to create awesome apps. Write less boilerplate, target every platform, and be more productive by using the next generation of the web platform.",,,chromeapps,https://developers.google.com/events/io/sessions/324149970,,,,,0,,FDEMA6OhvGo
4,1428674812960,324431569,1368824400-1368826800,room10,SESSION,,Feature Detection in the Real World,"In an ideal world, we would always use feature detection to decide what features to serve our users. Unfortunately, in the real world, there are practical problems with that approach, especially when facing users on mobile devices where you need to evaluate their runtime capabilities while you're serving assets.

In this talk, I'll introduce the ideas and tools behind feature detection and then discuss our experiences with detecting the edge of the web at Coursera.",,,chromeapps,https://developers.google.com/events/io/sessions/324431569,,,,,0,,
5,1428674812960,324431687,1368723600-1368727200,room10,SESSION,,Web Languages and VMs: Fast Code is Always in Fashion,"A fundamental necessity for innovation within web apps is fast execution speed. This talk will take a deep dive into the machine rooms of both V8 and the Dart VM and explain some of the reasons why a new execution engine is needed for taking the web platform to the next level. Please join us to hear about how programming languages impact the underlying virtual machines, complexity, on-the-fly code generation, and predictable performance.",,,chromeapps,https://developers.google.com/events/io/sessions/324431687,,,,,0,,FDEMA6OhvGo
6,1428674812961,324498944,1368733500-1368735900,room12,SESSION,,What's New in Google Play Services,"A high-level view of everything that's now available as part of Google Play services since it's launch, with a special focus on how this affects you as a developer - and what you should be paying attention to.",,,android,https://developers.google.com/events/io/sessions/324498944,,,,,0,,hXPAXKb-LQE
7,1428674812961,324511365,1368750000-1368752400,room10,SESSION,,True Grit: Debugging CSS & Render Performance,"It's tempting to view CSS optimization as a dark art, for initiates only.  This session will focus on identifying and resolving slow renders, with an emphasis on layout and paint times.  We'll use Chrome DevTools to find, benchmark, and debug slowness in the render-side of an application.  Uncovering a number of sluggish culprits, we'll explore where the time is spent and dig into profiling data from Chrome's internals. You'll walk away with a better understanding of how to use your time wisely while making your application scream with speed, and smart workarounds that address common CSS performance problems.",,,chromeapps,https://developers.google.com/events/io/sessions/324511365,,,,,0,,FDEMA6OhvGo
8,1428674812961,324558168,1368658200-1368660600,room10,SESSION,,The Modern Workflow for Developing the Mobile Web,"Building for today's mobile web, getting 60fps across all target devices, while still delivering a fantastic user experience is a huge challenge. We'll dive into all the tools for development, testing, and performance evaluation of mobile webapps. Understand how best to develop with immediate feedback from the mobile devices you're targetting, scale up complexity to avoid hard performance decisions later. We'll also review all the possibilities of device testing locally and in the cloud.

In this session we'll debut improved remote debugging with Chrome for Android and the Chrome DevTools. You can now do local tunneling for improved local development.

You'll walk away from the session with a solid overview of the landscape of mobile web tooling and feel confident returning to your projects.

",,,chromeapps,https://developers.google.com/events/io/sessions/324558168,,,,,0,,2OgAetgR_ok
9,1428674812961,324603352,1368647100-1368650700,room12,SESSION,,What's New in Android Developer Tools,"An in-depth tour of the Android development tools, with a closer look at everything new - along with tips and tricks for getting the most out of them.",,,android,https://developers.google.com/events/io/sessions/324603352,,,,,0,,XclVwJP5GdM
10,1428674812961,324706714,1368654300-1368656700,room10,SESSION,,A More Awesome Web: Features You've Always Wanted,"The web continues to evolve at an accelerated rate. It's hard to keep up! This session will cover the bleeding-edge features of HTML5 that you may have missed, focusing on features that make developers' lives easier and apps more powerful. A heavy focus will be on freshly landed CSS/JS/HTML primitives which address layout, performance, and specific use cases...especially on mobile: @viewport, @supports, intrinsic/viewport units, resolution & pointer media queries, User/Resource Timing APIs, JS i18n API, iframe goodies, <template>, <dialog>, and more.",,,chromeapps,https://developers.google.com/events/io/sessions/324706714,,,,,0,,2OgAetgR_ok
11,1428674812961,324806378,1368750000-1368752400,room5,SESSION,,Google+ Sign-In for Android Developers,"Learn how to add Google+ Sign-In to your Android app, grow your installed base using OTA installs, drive more engagement using interactive posts, and monitor your apps' performance on Google+.",,,googleplus,https://developers.google.com/events/io/sessions/324806378,,,,,0,,
12,1428674812962,324858737,1368651300-1368653700,room12,SESSION,,New Developments in Mobile Gaming,"Hey, mobile game developers! Wondering what Google's been working on to make life better for you? Drop by the New Developments in Mobile Gaming talk and hear about the latest features we've been building to give your mobile games a little extra moxie. ",,,android,https://developers.google.com/events/io/sessions/324858737,,,,,0,,XclVwJP5GdM
13,1428674812962,324893448,1368736800-1368739200,room12,SESSION,,Google Cloud Messaging,"Google Cloud Messaging allows your services to efficiently send data to applications on Android devices. See what's new, and learn how to use GCM to make your apps more efficient.",,,android,https://developers.google.com/events/io/sessions/324893448,,,,,0,,hXPAXKb-LQE
14,1428674812962,324908972,1368736800-1368739200,room10,SESSION,,Accelerating Oz with V8: Follow the Yellow Brick Road to JavaScript Performance,Take advantage of the lessons learned by the developers of Find Your Way to Oz. Getting that last ounce of performance from your application takes careful optimization that can only be done with an understanding of the runtime environment. Learn how to dig into V8 and surface the important signals that you need to effectively optimize your program. Use these signals to find where small code changes can have large impacts on performance!,,,chromeapps,https://developers.google.com/events/io/sessions/324908972,,,,,0,,FDEMA6OhvGo
15,1428674812962,324958374,1368664200-1368666600,room5,SESSION,,In-App Billing Version 3,"Thousands of developers monetize apps on Google Play through try-and-buy, virtual goods, as well as subscriptions. Learn how to leverage the more robust (and simpler!) new generation of the Android in-app billing API that makes implementations easier to write and maintain. Familiarity with earlier versions not required. We will cover: availability, purchase flow, subscriptions, consumption models, and security best practices.",,,android,https://developers.google.com/events/io/sessions/324958374,,,,,0,,
16,1428674812963,324958375,1368661200-1368663600,room12,SESSION,,Androids Do Daydream,"With Daydream, new in Android 4.2, an idle or docked device becomes an opportunity for your app to delight the user. But where did this feature come from? Should your app support Daydream? How easy is it to add a Daydream? How can you make yours more fun and engaging? Answers to these questions—plus plenty of ideas and sample code—will be provided for daydreamers attending this session.",,,android,https://developers.google.com/events/io/sessions/324958375,,,,,0,,XclVwJP5GdM
17,1428674812963,325091862,1368728100-1368730500,room6,SESSION,,Web Page Design with the GPU in Mind,"Chrome implements fast, powerful webpage rendering by using the graphics hardware (GPU). But powerful GPU rendering introduces a new suite of issues that web developers need to understand. For example, how often is the texture cache invalidated? How can using translate-z cause GPU performance issues? How do hidden divs affect the GPU compositing process?



Attendees will walk away with a clear understanding of the GPU compositor in Chrome and knowledge of how their design choices will impact a page's performance on devices with GPU compositing.",,,chromeapps,https://developers.google.com/events/io/sessions/325091862,,,,,0,,
18,1428674812963,325128936,1368651300-1368653700,room6,SESSION,,Instant Mobile Websites: Techniques and Best Practices,"Users expect a fast and optimized experience regardless of whether they're on a mobile or desktop browser. However, delivering a fast mobile experience requires careful consideration and engineering: you need to optimize your network access, you need to prioritize critical assets to deliver the best visual rendering performance, and you need to adapt your pages to the capabilities of the device (such as smaller viewport, touch, high-resolution screens, etc.). In this session we will take a deep technical dive into the criteria that affect the performance of your sites on mobile browsers, and discuss how you can optimize your site to deliver the best experience to your users.",,,chromeapps,https://developers.google.com/events/io/sessions/325128936,,,,,0,,
19,1428674812964,325172829,1368743400-1368745800,room5,SESSION,,When Android Meets Maps,"Build intuitive and compelling mobile map apps with the Google Maps Android API. This session will demonstrate innovative ways to integrate maps and Android sensors with Google services on Android. We will explore concepts on visualizing contextual, personalized and timely information.",,,googlemaps,https://developers.google.com/events/io/sessions/325172829,,,,,0,,
20,1428674812964,325206725,1368740100-1368742500,room10,SESSION,,Chrome DevTools Revolutions 2013 ,"As the complexity of the web apps you build keeps moving, so do the Chrome DevTools.  We'll give you the latest update on your favorite companion; explore new features like emulating mobile devices, remote debugging, Canvas and WebGL profiling, Sass preprocessor support, developing completely within Chrome using the new Workspaces support, and 20 other features that are brand-new to you and will hugely improve your development. Also, learn how to profile and improve your #1 enemy to scrolling performance: paint. Emulate mobile devices within Chrome DevTools with simulated touch events and geolocation data. You'll walk out of the session with a huge advantage in productivity, speed, and precision when developing, debugging, and improving your web applications.",,,chromeapps,https://developers.google.com/events/io/sessions/325206725,,,,,0,,FDEMA6OhvGo
21,1428674812964,325236644,1368806400-1368808800,room5,SESSION,,The New Android SDK Build System,"Introducing the new Gradle-based Android SDK build system that will eventually replace Ant and the Eclipse builders. It brings extensibility, dependency management, IDE integration, testing support and advanced features. We will teach you everything from the basic setup to advanced configuration and customization.",,,android,https://developers.google.com/events/io/sessions/325236644,,,,,0,,
22,1428674812964,325240798,1368664200-1368666600,room12,SESSION,,Level Up Your Android Game,"Learn how to take your game to the next level on Google Play. Our annual game talk, with ways to power up your distribution, user acquisition, and retention. Earn the “Gold Rush” achievement. Score three stars in quality and be one of the featured games on Google Play.",,,android,https://developers.google.com/events/io/sessions/325240798,,,,,0,,XclVwJP5GdM
23,1428674812965,325304728,1368658200-1368660600,room12,SESSION,,"Volley: Easy, Fast Networking for Android","Volley is a library that makes networking for Android apps easier and most importantly, faster. We'll give an overview of how it works, common patterns that work well with it, and a walkthrough of how you can easily load thumbnail images for your ListView from the network in parallel.",,,android,https://developers.google.com/events/io/sessions/325304728,,,,,0,,XclVwJP5GdM
24,1428674812965,325310259,1368819900-1368822300,room10,SESSION,,Device Agnostic Development,"We used to develop websites solely for desktop users. Today, we also develop for mobile devices, and who knows what new form factors will follow tomorrow. How are you expected to cope with many different constraints, and what are the right ways for approaching device agnostic development?",,,chromeapps,https://developers.google.com/events/io/sessions/325310259,,,,,0,,
25,1428674812965,325313237,1368664200-1368666600,room10,SESSION,,Automating Performance Best Practices with PageSpeed,"Come learn about the Google PageSpeed family:

(a) Insights products to help identify performance problems (through browser extensions, online, and API).

(b) Automagic optimization: open-source Apache and Nginx PageSpeed plugins that can optimize your site for you. See hands on examples, stats and case studies from partners (AOL, and few others).

(c) PageSpeed Service: explanation of the Google hosted web optimization product. See examples of advanced integrations with other Google products (e.g. App Engine, A/B testing with Google Analytics, etc).

(d) Chrome data compression: an under the hood look at how Chrome leverages pagespeed to optimize pages on the fly and provides up to 50% bandwidth improvement for mobile browsers!",,,chromeapps,https://developers.google.com/events/io/sessions/325313237,,,,,0,,2OgAetgR_ok
26,1428674812965,325337477,1368728100-1368730500,room12,SESSION,,Beyond the Blue Dot: New Features in Android Location,"Location is not only at the heart of maps, but increasingly it's becoming critical to a new generation of contextual apps that are more aware of where the user is and what they're doing. Join us as we explore some of the new applications these APIs make possible.",,,android,https://developers.google.com/events/io/sessions/325337477,,,,,0,,hXPAXKb-LQE
27,1428674812965,325345389,1368658200-1368660600,room5,SESSION,,Mobile Multiplayer Made Manageable,"From infrastructure to game logic, writing a multi-player game can be challenging. We will look at techniques to solve common problems when writing multi-player games for Android.",,,android,https://developers.google.com/events/io/sessions/325345389,,,,,0,,
28,1428674812965,325412094,1368736800-1368739200,room8,SESSION,,Integrate Google Drive with Google Apps Script,"With the Google Drive SDK, developers can integrate custom ""Create"" and ""Open With"" menus within the Google Drive interface and reach tens of millions of users. Using Apps Script API in conjunction with the Google Drive SDK, developers can take advantage of the unique capabilities of Apps Script while also developing entirely on the Google Cloud! We will also demonstrate how you can get programmatic access to files and folders in Drive via Apps Script. ",,,chromeapps,https://developers.google.com/events/io/sessions/325412094,,,,,0,,
29,1428674812966,325418001,1368740100-1368742500,room12,SESSION,,Android Graphics Performance,"Engineers from the Android UI Graphics team will show some tips, tricks, tools, and techniques for getting the best performance and smoothest UI for your Android applications.",,,android,https://developers.google.com/events/io/sessions/325418001,,,,,0,,hXPAXKb-LQE
30,1428674812966,325433525,1368743400-1368745800,room6,SESSION,,"Dart: HTML of the Future, Today!","Develop large apps in a structured language and still experience fast Edit/Reload development cycles? Indeed, the prophecy has come true. Get crazy productive with Dart's tools, smooth HTML libraries, cross-browser polyfills, and web components based framework. Come learn how you can easily and quickly develop web apps that work cross-browser on both desktop and mobile platforms. We'll show you how to build modern web apps with Web Components and dynamic data-driven views without having to wait for cumbersome compile cycles. Make a change, hit reload, and boom, it's ready for all modern browsers.",,,chromeapps,https://developers.google.com/events/io/sessions/325433525,,,,,0,,
31,1428674812966,325475052,1368733500-1368735900,room6,SESSION,,What's New in Dart: Your First-class Upgrade to Web Development,"Come see what's new in Dart with its comprehensive, open-source ecosystem for the modern web developer. Learn how to be more productive with a new language: future-based DOM, package manager, JS-interop, a tree-shaking compiler to JavaScript, SIMD, Web Components, a rich editor, and much more. You'll leave this talk all caught up with Dart and ready to make the web awesome.",,,chromeapps,https://developers.google.com/events/io/sessions/325475052,,,,,0,,
